ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
DNB,0191,Financial Services,9020,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1,Dronning Eufemias gate 30,Banks—Regional,144.3,144,133.72708,0.062370062,0,,144.95,,1238869,,144.3,140.21912,9,144,,1238869,,,,,1588118400,0.975609,,,143,2,NOK,1012352,,,,222400577536,,,2663052,4.553843,143,143.8,,246400,1012352,178.1,9.640457,,,94.26,143.7,False,,327700,144.95,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNB.OL,finmb_9778651,no_market,,19.883,,0.43046,,-0.00688231,,14.88,,1550370048,,,154.097,,,,1577750400,0.37327,19740000256,12.557,,0.16599834,0.93090713,0.42226002,1640908800,1593475200,,,889201447,971066834944,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,BjÃ¸rvika,11.423906,,,,,,
BWLPG,117438,Industrials,2004,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1,10 Pasir Panjang Road,Marine Shipping,37.72,37.6,37.575695,0.02783669,0.3116,,38.14,,436829,,37.72,34.798824,1.05,37.6,,436829,,,,10.16,1591056000,1.58885,,,36.8,2,NOK,474743,,,,5109588480,,,874743,5.381165,36.8,37.1,,406100,474743,85,176.19048,,,26,37.02,False,0.2696,63000,38.14,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.55,,0.39815,13.65,-0.09976137,,0.21,,138096992,,,8.358,,,,1577750400,0.31128,378060000,2.725,,0.16599834,4.4268966,0.45400003,1640908800,1585612800,,,70321032,6219709440,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,"No. 17-02, Mapletree Business City",13.577982,65 6570 6056,,,,,
ELE,0250,Basic Materials,2,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1,Grundingen 2,Other Industrial Metals & Mining,5.12,5.08,4.498226,,0,,5.36,,189039,,5.12,5.2847056,,5.08,,189039,,,,,,3.890824,,,5.07,2,NOK,221586,,,,99222896,,,850998,636.0442,5.07,5.24,,0,221586,9.5,,,,1.711,5.22,False,,0,5.36,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELE.OL,finmb_22929109,no_market,,714.731,,0,-38.299,1.3272727,,,,18899600,,,0.229,,,,1577750400,0.00629,-5625000,-0.457,,0.16599834,22.925764,0.28688,1640908800,1585612800,,,11864880,111498000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,,,,,,,,
ELOP-ME,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,47 41 64 13 00,Norway,[],http://www.elop.no,1,Nordvikvegen 50,Scientific & Technical Instruments,5.32,5.4,5.172524,,0,,5.54,,95397,,5.32,5.172524,,5.4,,95397,,,,,,,,,5.332,2,NOK,160897,,,,389267136,,,366436,,5.332,5.52,,,160897,6.2,,,,4.82,5.45,False,,,5.54,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0,,0.01314044,,,,70302896,,,,,,,,,,,,0.16599834,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,,,,,,,
ENDUR,5160,Industrials,249,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,Conglomerates,1.44,1.41,1.0216935,,0,,1.475,,592220,,1.44,1.4826471,,1.41,,592220,,,,,,,,,1.41,4,NOK,939067,,,,410481984,,,3073877,0.7759994,1.41,1.45,,0,939067,3.2,,,,0.532,1.435,False,,0,1.475,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.7,,-0.01554,-58.995,0.20000005,,,,283091008,,,0.546,,,,1577750400,0.17669001,-15706000,-0.039,,0.16599834,2.6556778,0.70949996,1640908800,1585612800,,,87390757,370133984,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,LaksevAg,,,,,,,
EXTX-ME,0379,Healthcare,4,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.exact-tx.com,1,Ullernchausseen 64,Biotechnology,35.5,35,36.73708,,0,,35.995,,6268,,35.5,36.73708,,35,,6268,,,,,,,,,35,2,NOK,175,,,,1078690944,,,13056,145.22058,35,35.895,,,175,53.592,,,,26,35,False,,,35.995,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,145.22,,-2.01696,-68.726,0.115510345,,,,29967800,,,1.404,,,,1577750400,,-14981884,-0.5,,0.16599834,25.637463,,1640908800,,,,29885039,1078689152,,1595808000,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,15.7,16.6,13.943066,,0,,16.6,,1344,,15.7,14.558824,,16.6,,1344,,,,,,0.321138,,,15.7,2,NOK,2208,,,,1673619968,,,288,8.994368,15.7,16.1,,,2208,19,,,,13.4,15.2,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.693,,0.01594,41.235,0.09790206,,,,106600000,,,2.764,,,,1577750400,0,2965409,0.028,,0.16599834,5.680174,0.83456004,1640908800,1593475200,,,17242550,1989619968,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,"No.22-89, The Central",560.71423,,,,,,
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,7.1,7.11,5.359562,,0,,7.25,,308553,,7.1,6.692059,,7.11,,308553,,,,,,0.837398,,,7.11,2,NOK,42167,,,,647140288,,,210078,,7.11,7.24,,86600,42167,10.92,71.9,,,2.05,7.19,False,,1568100,7.25,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.29000002,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.16599834,5.306273,0.53973,1640908800,1593475200,,,37877068,647140480,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,Golden Mile Business Centre Triq Id-Dragunara,,,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,126.8,126.9,131.30292,0.03785489,0.3717,,126.9,,222738,,126.8,126.920586,4.8,126.9,,222738,,,,4.8,1601596800,0.519744,,,125.2,2,NOK,558360,,,,22948632576,,,407356,9.024236,125.2,126.2,,168600,558360,168.6,17.403315,,3.68,96.2,126.1,False,0.0381,193700,126.9,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.834,,0.91663,20.438,-0.03647417,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.16599834,1.0032647,0.22298999,1640908800,1593475200,,,150093205,45351636992,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,9.84375,,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,46,46,38.23174,0.042391304,0.58669996,,46.2,,461341,,46,45.387646,1.95,46,,461341,,,,1.95,1588204800,0.771777,,,45.02,2,NOK,332072,,,,7531499008,,,675899,1.0807452,45.02,45.6,,79600,332072,50.75,17.53668,,,23.6,45.52,False,0.0423,95300,46.2,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.586,,0.078049995,12.408,0.8683996,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.16599834,3.9605856,0.03046,1640908800,1593475200,,,159459440,11053752320,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,13.847561,,,,,,
ELK,0277,Basic Materials,6370,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1,Drammensveien 169,Specialty Chemicals,18.37,18.4,18.013868,0.03266195,0.75949997,,18.48,,513031,,18.37,18.570883,0.6,18.4,,513031,,,,0.6,1589155200,2.220063,,,17.88,2,NOK,375064,,,,10428701696,,,760548,0.46849513,17.88,18.11,,0,375064,26.4,4.077273,,,10.92,17.91,False,0.0327,0,18.48,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELK.OL,finmb_731504,no_market,,0.869,,0.02066,8.48,-0.14558136,,4.4,,581310016,,,21.744,,,,1577750400,0.29434,460000000,0.79,,0.16599834,0.82505524,0.58916,1640908800,1593475200,,,238610457,19342671872,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,,22.70886,47 22 45 01 55,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,5.75,6.1,6.3750367,0.08695652,0,,6.1,,3603,,5.75,6.147059,0.5,6.1,,3603,,,,,1428624000,0.991289,,,6.1,2,NOK,250,,,,524800064,,,5741,2.6007884,6.1,5.9,,110000,250,11.5,,,,4.5,5.5,False,,100000,6.1,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,8.084,,-0.90569,20.11,-0.28125,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.16599834,0.29582927,0.92489,1640908800,1585612800,,,8121469,1631233280,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,66,68,52.337227,,0,,73,,7160,,66,59.72059,,68,,7160,,,,,,0.736526,,,67,2,NOK,250869,,,,1124397056,,,7628,18.00418,67,73,,,250869,73,,,,38,90,False,,,73,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,15.484,,-0.61030996,-38.624,0.34693873,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.16599834,5.521101,0.48766997,1640908800,1585612800,,,6773345,967034432,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,76.45,76.7,79.54529,0.015696535,0.3623,,76.95,,419843,,76.45,71.4147,1.2,76.7,,419843,,,,27.07,1591142400,0.323462,,,74.95,2,NOK,273677,,,,15030557696,,,892707,13.299307,74.95,75.35,,173100,273677,123,175.11629,,,55,75.3,False,0.3541,75700,76.95,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,15.166,,0.23472,34.477,0.0640223,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.16599834,9.280256,0.50473,1640908800,1585612800,,,98284714,17140552704,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,14 Par-la-Ville Road PO Box HM 1593,52.879215,441 295 3494,,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,50.7,50.5,51.589928,0.003944773,1.8944,,51.9,,69687,,50.7,49.943825,0.2,50.5,,69687,,,,1.87,1583798400,0.586409,,,50.5,2,NOK,100053,,,,2808340224,,,121486,20.201271,50.5,51.35,,219600,100053,108.2,370.7143,,,38.1,51,False,0.0369,100000,51.9,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,25.048,,0.03976,35.01,-0.44891304,,0.14,,54110600,,,15.136,,,,1577750400,0.19859,5528000,0.101,,0.16599834,3.4289114,0.4586,1640908800,1585612800,,,28836612,3482161408,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,4th Floor 14 Par-La-Ville Road,513.8614,441 295 3494,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,145.4,144.6,139.71014,0.004883081,,,145.6,,2815269,,145.4,140.77647,0.71,144.6,,2815269,,,,3.3,1605139200,0.731707,,,143.3,2,NOK,2057825,,,,467562561536,,,3729923,8.951821,143.3,144.05,,,2057825,187.2,,,4.95,95.2,143.9,False,0.0226,,145.6,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.466,,-0.04413,34.442,-0.04967326,,,,3248090112,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.16599834,13.251404,0.67271006,1640908800,1593475200,,,1016182440,494444412928,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,,,,,,,
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,37.44,37.4,35.772556,0.008012821,,,39.66,,608785,,37.44,35.96,0.3,37.4,,608785,,,,2.24,1583366400,1.718681,,,37.38,2,NOK,1308885,,,,5384387584,,,1018810,7.4880195,37.38,37.7,,470900,1308885,59.6,,,,26.5,37.6,False,0.059699997,400000,39.66,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,9.077,,-0.16155,34.958,-0.29358494,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.16599834,4.0025563,0.36176997,1640908800,1585612800,,,91444125,6527238144,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,14 Par-la-Ville Road PO Box HM 1593,,441 295 3494,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,87.7,87.7,74.768616,0.034207527,0.5528,,87.9,,150603,,87.7,78.74706,3,87.7,,150603,,,,3,1587600000,0.182557,,,84.2,2,NOK,110662,,,,8900268032,,,231659,1.5118127,84.2,85.5,,0,110662,88.9,,,,44.2,85.2,False,0.0342,0,87.9,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.426,,0.07124,14.154,0.91275895,,,,104586000,,,11.131,,,,1577750400,0.41085997,419416000,3.982,,0.16599834,7.645315,0.3204,1640908800,1585612800,,,85416677,8397259776,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,21.37117,,,,,,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,1.03,1.03,1.6235766,,0,,1.03,,0,,1.03,1.1329411,,1.03,,0,,,,,,0.344751,,,1.03,4,NOK,0,,,,47044012,,,969,0.42625448,1.03,0,,,0,5.9,,,,1,0,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.8254237,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,0.16599834,0.12749101,0,1640908800,1577750400,,,19335649,290545120,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,,,47 70 10 26 61,,,,,
