ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
AXA,Axactor,Financials,7.02,7.0,7.02,297,,1301.48,-0.0209,0.0043,0.0431,-0.6305,-0.5919,0277,Financial Services,1135.0,"Axactor SE, through its subsidiaries, operates as a debt management company in Sweden, Finland, Germany, Italy, Norway, and Spain. The company operates through three segments: Non-performing Loans, Real Estate Assets, and Third-Party Collection. It offers debt collection services, including amicable and legal collection, and surveillance; and debt purchase, acquisition of non-performing loan portfolios, and carve-outs of internal debt collection departments of financial institutions, as well as accounts receivable management for third parties. The company was formerly known as Axactor AB (publ) and changed its name to Axactor SE in August 2018. Axactor SE was founded in 2015 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.axactor.com,1.0,Drammensveien 167,Credit Services,7.17,7.2,8.339203,,0.0,,7.2,,2062927.0,,7.17,6.772353,,7.2,,2062927.0,,,,,,2.914634,,,6.93,2.0,NOK,605483.0,,,,1301472896.0,,,2549059.0,,6.93,7.02,,1450600.0,605483.0,19.8,28.08,,,4.84,7.01,False,,22427800.0,7.2,OSL,AXACTOR SE (SN),Axactor SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,AXA.OL,finmb_8070346,no_market,,,,-0.052950002,,-0.58793104,,0.25,,185395008.0,,,1.9680000000000002,,,,1577750400.0,0.17912999999999998,,-0.004,,0.15364361,3.567073,0.45093999999999995,1640908800.0,1593475200.0,,,99312642.0,1329285504.0,,1527724800.0,1:10,,,,,,,,,,,https://logo.clearbit.com/axactor.com,,,,,,,,
AGS,Axxis Geo Solutions,Energy,0.76,0.73,0.76,9,,44.47,-0.0026,-0.0131,-0.3647,-0.3952000000000001,-0.9482,1366,Industrials,8.0,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1.0,Strandveien 50,Marine Shipping,0.758,0.738,0.78428984,,0.0,,0.7559999999999999,,423470.0,,0.758,0.8549706,,0.738,,423470.0,,,,,1545264000.0,,,,0.726,4.0,NOK,41060.0,,,,44468676.0,,,1675497.0,0.56191295,0.726,0.7559999999999999,,,41060.0,13.8984,,,,0.4,0.728,False,,,0.7559999999999999,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AGS.OL,finmb_610831375,no_market,,0.47100000000000003,,-0.35246,2.123,-0.9359629999999999,,,,58821000.0,,,0.038,,,,1577750400.0,0.00071000005,-27893100.0,-0.6409999999999999,,0.15364361,19.894737,0.08083,1640908800.0,1585612800.0,,,24148969.0,37286332.0,,1562112000.0,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,,
AYFIE-ME,ayfie Group,Information technology,2.84,2.8,2.84,5,,301.63,0.0519,0.2566,-0.0371,,,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1.0,Karenslyst AllÃ© 49,Software—Application,2.7,2.7,2.6383214,,0.0,,2.88,,174127.0,,2.7,2.6383214,,2.7,,174127.0,,,,,,,,,2.7,4.0,NOK,5010.0,,,,301633536.0,,,896372.0,,2.7,2.84,,,5010.0,3.6005,,,,2.15,2.8,False,,,2.88,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0.0,,0.038461566,,,,106209000.0,,,,,,,,,,,,0.15364361,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
B2H,B2Holding,Financials,5.87,5.87,5.89,397,,2406.3,0.028,0.1245,0.3557,-0.3857,-0.2527,0161,Financial Services,2517.0,"B2Holding ASA provides debt solutions for banks and institutional vendors. The company's portfolio of business consists of purchase, management, and collection of unsecured and secured non-performing loans. It services include debt purchase and collection, credit information third party debt collection, and consumer lending, as well as telemarketing and fraud prevention services. It principally operates in Norway, Sweden, Denmark, Finland, Estonia, Latvia, Lithuania, Poland, Croatia, Slovenia, Serbia, Montenegro, Bosnia-Herzegovina, Austria, the Czech Republic, Hungary, Spain, Portugal, Italy, France, Bulgaria, Romania, Greece, and Cyprus. B2Holding SAS was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 22 83 39 50,Norway,[],http://www.b2holding.no,1.0,Stortingsgaten 22,Credit Services,5.71,5.87,4.8016157,0.078809105,7.5,,6.01,,2834440.0,,5.71,4.591912000000001,0.45,5.87,,2834440.0,,,,,1590624000.0,1.57259,,,5.77,2.0,NOK,1054387.0,,,,2406306560.0,,,2049110.0,1.1978211,5.77,5.89,,27400.0,1054387.0,10.22,2.7175925,,,3.3,5.87,False,,311700.0,6.01,OSL,B2HOLDING ASA,B2Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,B2H.OL,finmb_23000545,no_market,,7.632000000000001,,0.01254,,-0.25505543,,2.16,,409932992.0,,,11.672,,,,1577750400.0,0.20290999999999998,25201000.0,0.062,,0.15364361,0.50291294,0.45931000000000005,1640908800.0,1585612800.0,,,250489314.0,15331959808.0,,,,,,-0.77,,,,,,,,https://logo.clearbit.com/b2holding.no,7th Floor,94.67742,47 22 83 39 51,,,,,
BAKKA,Bakkafrost,Consumer staples,554.5,554.0,555.0,624,,32778.5,-0.0098,-0.0098,-0.0229,-0.1469,0.0624,625,Consumer Defensive,1149.0,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1.0,Bakkavegur 9,Farm Products,560.0,559.5,574.65,0.0029303571000000002,0.9337,,562.0,,127071.0,,560.0,569.75,1.641,559.5,,127071.0,,,,,1586131200.0,0.186411,,,554.0,2.0,NOK,36437.0,,,,32778491904.0,,,136489.0,,554.0,555.5,,18300.0,36437.0,720.0,17.698692,,,452.4,555.0,False,,11100.0,562.0,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000.0,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.09358,,0.0784806,,31.33,,59113600.0,,,13.119000000000002,,,,1577750400.0,0.5353100000000001,,3.037,,0.15364361,42.266940000000005,0.15884,1640908800.0,1585612800.0,,,49701890.0,33110941696.0,,,,,,,,,,,,,,https://logo.clearbit.com/bakkafrost.com,PO Box 221,182.5815,45 298 40 50 09,,,,,
BALT-ME,Baltic Sea Properties,Real estate,30.8,30.8,,0,,205.37,,,0.0132,0.0621,-0.12,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1.0,Rosenkrantzâ 20,Real Estate Services,30.8,30.8,29.408695,,0.0,,30.8,,66.0,,30.8,29.888234999999998,,30.8,,66.0,,,,,1548374400.0,0.824786,,,30.8,2.0,NOK,400.0,,,,205368544.0,,,236.0,3.7617133000000003,30.8,0.0,,,400.0,35.0,,,,18.5,0.0,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072000000000001,,-0.74741995,12.872,-0.120000005,,,,6667810.0,,,27.26,,,,1577750400.0,,-40804756.0,-6.12,,0.15364361,1.1298605,,1640908800.0,1577750400.0,,,3993289.0,495289856.0,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,,
BEL,Belships,Industrials,6.6,6.6,6.7,4,LP,1502.34,0.0076,0.0076,-0.0075,-0.0897,-0.0505,0216,Industrials,460.0,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1.0,Lilleakerveien 4,Marine Shipping,6.55,6.5,6.22971,0.0009160305,0.72730005,,6.6,,4020.0,,6.55,6.6338234,0.006,6.5,,4020.0,,,,0.05,1569456000.0,0.719512,,,6.5,2.0,NOK,4885.0,,,,1502338176.0,,,18485.0,11.228572999999999,6.5,6.7,,1650000.0,4885.0,7.85,82.5,,,5.0,6.6,False,0.0076,1700000.0,6.6,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BEL.OL,finmb_878059,no_market,,12.177999999999999,,0.012320000000000001,73.347,-0.07092196,,0.08,,227627008.0,,,0.7170000000000001,,,,1577750400.0,0.0864,1649000.0,0.008,,0.15364361,9.205021,0.81391,1640908800.0,1585612800.0,,,46748800.0,1629406464.0,,,,,,-1.0,,,,,,,,https://logo.clearbit.com/belships.com,Box 23 Lilleaker,824.99994,47 23 50 08 82,,,,,
BGBIO,BerGenBio,Health care,35.7,35.65,35.8,132,,3115.18,0.0,-0.0179,-0.0351,0.4738,1.9906,5009,Healthcare,28.0,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1.0,Jonas Lies vei 91,Biotechnology,35.7,35.1,28.254786,,0.0,,35.85,,422192.0,,35.7,36.614703999999996,,35.1,,422192.0,,,,,,2.063439,,,35.1,2.0,NOK,54587.0,,,,3115182080.0,,,794870.0,14289.826000000001,35.1,35.8,,0.0,54587.0,54.0,-9.272728,,,11.4,35.65,False,,0.0,35.85,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BGBIO.OL,finmb_107144331,no_market,,10079.599,,0.0,-10.238,1.9144285,,-3.85,,87260000.0,,,5.172999999999999,,,,1577750400.0,0.18125,-203530000.0,-3.3360000000000003,,0.15364361,6.901218400000001,0.45501998,1640908800.0,1585612800.0,,,44033224.0,2197352448.0,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,,,,,,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.98,2.5,2.96,0,,49.6,,,0.1203,-0.4906,-0.3638,0459,Consumer Cyclical,,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1.0,Sagveien 23 A,Lodging,2.98,2.6,3.2513044,,0.0,,2.98,,2403.0,,2.98,2.6047057999999996,,2.6,,2403.0,,,,,,-6.350393,,,2.6,4.0,NOK,1411.0,,,,49596440.0,,,958.0,,2.6,2.96,,,1411.0,7.3288899999999995,,,,1.5,2.16,False,,,2.98,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0.0,-38.347,-0.11284971,,,,16643100.0,,,6.561,,,,1577750400.0,,-6767000.0,-0.737,,0.15364361,0.45419908,,1640908800.0,1577750400.0,,,6894127.0,138317008.0,,1564531200.0,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,,
BON,Bonheur,Industrials,233.0,232.5,233.5,33,,9909.93,-0.0085,0.0425,0.0713,0.1946,0.3781000000000001,0152,Industrials,3935.0,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,Conglomerates,235.0,233.5,198.83551,0.018297873,,,233.5,,17517.0,,235.0,224.42647000000002,4.3,233.5,,17517.0,,,,4.3,1590624000.0,0.8675950000000001,,,233.0,2.0,NOK,1775.0,,,,9909933056.0,,,44305.0,1.3474162,233.0,233.0,,50900.0,1775.0,244.5,,,2.71,134.0,232.5,False,0.0183,100000.0,233.5,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.9809999999999999,,-0.0892,17.657,0.34285712,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,,0.15364361,1.6309446,0.53275,1640908800.0,1593475200.0,,,19534048.0,14569594880.0,,1149120000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,,,
BOR,Borgestad,Materials,16.55,16.25,16.5,7,LP,210.46,0.0248,0.0677,0.0677,-0.1725,-0.075,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,Building Products & Equipment,16.15,16.15,13.61471,,0.0,,16.65,,20271.0,,16.15,15.335294000000001,,16.15,,20271.0,,,,,1307664000.0,1.431475,,,16.15,2.0,NOK,6222.0,,,,210463024.0,,,24209.0,0.22812268,16.15,16.5,,75000.0,6222.0,32.0,-3.9125294999999998,,,9.1,16.25,False,,75000.0,16.65,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.298,,-0.06982000000000001,22.807,-0.17602044,,-4.23,,12716800.0,,,39.859,,,,1577750400.0,0.0,-64412000.0,-7.859,,0.15364361,0.41521358,0.8880100000000001,1640908800.0,1585612800.0,,,3296749.0,1197396096.0,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,,
BDRILL,Borr Drilling,Energy,8.98,8.96,9.01,63,,1409.61,-0.0105,-0.0137,-0.0522,-0.8815000000000001,-0.8089,HM11,Energy,694.0,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,Oil & Gas Drilling,9.075,8.8,13.3064785,,0.0,,9.09,,890978.0,,9.075,9.371765,,8.8,,890978.0,,,,,,3.808982,,,8.8,2.0,NOK,67605.0,,,,1409608448.0,,,3859957.0,3.6489995000000004,8.8,8.98,,0.0,67605.0,80.0,-64.14285,,,2.5995,8.96,False,,0.0,9.09,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.252000000000001,,-0.87678003,218.85,-0.81811804,,-0.14,,156972000.0,,,10.885,,,,1577750400.0,0.5864,-338700000.0,-3.117,,0.15364361,0.8249885,0.26895002,1640908800.0,1585612800.0,,,72422009.0,2801276416.0,,1561507200.0,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,2nd Floor 9 Par-la-Ville Road,,,,,,,
BRG,Borregaard,Materials,120.4,120.4,120.6,95,,11991.02,-0.0163,0.0033,0.1046,0.2967,0.339,1701,Basic Materials,1103.0,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,Specialty Chemicals,122.4,122.6,100.91015,0.018790849,0.6183,,124.0,,49441.0,,122.4,111.761765,2.3,122.6,,49441.0,,,,2.3,1592265600.0,0.0,,,120.4,2.0,NOK,14311.0,,,,11991021568.0,,,84759.0,2.3046362,120.4,120.6,,721000.0,14311.0,126.0,22.504673,,,75.0,120.4,False,0.0188,391200.0,124.0,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,2.785,,0.0715,14.402000000000001,0.30420887,,5.35,,99593200.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,,0.15364361,4.098026,0.07203999999999999,1640908800.0,1593475200.0,,,91484295.0,14488204288.0,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,PO Box 162,32.29614,47 69 11 87 70,,,,,
BOUVET,Bouvet,Information technology,546.0,544.0,546.0,17,,5596.25,-0.0036,0.0302,-0.0036,0.4299,0.8493,0369,Technology,1575.0,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,SÃ¸rkedalsveien 8,Information Technology Services,548.0,548.0,447.28986,0.015054745,0.7019,,548.0,,1668.0,,548.0,527.2059,8.25,548.0,,1668.0,,,,8.25,1590105600.0,0.741579,,,544.0,2.0,NOK,416.0,,,,5596118016.0,,,8024.0,2.5333757,544.0,546.0,,166400.0,416.0,556.0,39.450866999999995,,4.1,290.0,544.0,False,0.015099999499999999,27300.0,548.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.477,,0.08663999,21.38,0.7908497,,13.84,,10249300.0,,,37.632,,,,1577750400.0,0.31916,191378000.0,18.525,,0.15364361,14.508928,0.29916,1640908800.0,1585612800.0,,,7590394.0,5471845888.0,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,29.473684000000002,,,,,,
BRA-ME,BRAbank,Financials,0.49,0.48,0.49,4,,306.7,0.0208,0.1611,0.3172,0.0606,-0.6733,5014,Financial Services,51.0,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1.0,Starvhusgaten 4,Banks—Regional,0.48,0.478,0.39952174,,0.0,,0.498,,366617.0,,0.48,0.38641176,,0.478,,366617.0,,,,,,1.1763940000000002,,,0.478,4.0,NOK,113202.0,,,,306700320.0,,,988939.0,6.759384599999999,0.478,0.49,,,113202.0,2.26,,,,0.262,0.478,False,,,0.498,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,6.599,,-2.80288,,-0.6689656,,,,625918976.0,,,1.287,,,,1577750400.0,,-127178000.0,-0.203,,0.15364361,0.38073042,,1640908800.0,1585612800.0,,,320670596.0,299435904.0,,1583884800.0,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,,,
BWE,BW Energy Limited,Energy,18.07,18.09,18.21,81,,4233.88,0.0226,0.0106,0.0152,,,0277,Energy,100.0,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,Oil & Gas E&P,17.67,17.81,15.079097,,0.0,,18.49,,157319.0,,17.67,17.612177,,17.81,,157319.0,,,,,,,,,17.81,2.0,NOK,48877.0,,,,4233873152.0,,,433473.0,14.992469,17.81,18.21,,,48877.0,25.0,,,,7.62,18.09,False,,,18.49,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,12.099,,0.20538001,21.195,-0.26832294,,,,234304000.0,,,1.9380000000000002,,,,1577750400.0,0.10088000400000001,58000000.0,0.309,,0.15364361,9.324045,0.7214,1640908800.0,1585612800.0,,,56150662.0,3416657920.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,,58.478966,47 23 13 00 01,,,,,
BWLPG,BW LPG,Energy,37.88,37.88,37.9,342,,5231.1,0.0048,0.031,0.12869999999999998,-0.4151,0.2027,117438,Industrials,2004.0,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1.0,10 Pasir Panjang Road,Marine Shipping,37.7,37.62,38.128624,0.027851457000000003,0.3116,,38.2,,445234.0,,37.7,34.52,1.05,37.62,,445234.0,,,,10.16,1591056000.0,1.58885,,,37.48,2.0,NOK,142971.0,,,,5231114240.0,,,880151.0,5.50915,37.48,37.9,,406100.0,142971.0,85.0,180.38097,,,26.0,37.84,False,0.26549998,63000.0,38.2,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.652,,0.39815,13.863,-0.08406216,,0.21,,138096992.0,,,8.357999999999999,,,,1577750400.0,0.31128,378060000.0,2.725,,0.15364361,4.532185,0.45400003,1640908800.0,1585612800.0,,,70321032.0,6316507648.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,"No. 17-02, Mapletree Business City",13.900917999999999,65 6570 6056,,,,,
